IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Male,MLE,Age Group,85+ years,AGE85PLUS,,,,,,,11950,,,,,,11 950,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,70-74 years,AGE70-74,,,,,,,11971,,,,,,11 971,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,<1 year,AGELT1,,,,,,,1124,,,,,,1124,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,1127,,,,,,1127,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,10-14 years,AGE10-14,,,,,,,113,,,,,,113,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,5-9 years,AGE5-9,,,,,,,113.7,,,,,,113.7,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,113.8,,,,,,113.8,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,1148,,,,,,1148,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,1182,,,,,,1182,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,70-74 years,AGE70-74,,,,,,,12092,,,,,,12 092,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Male,MLE,Age Group,70-74 years,AGE70-74,,,,,,,12114,,,,,,12 114,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,75-79 years,AGE75-79,,,,,,,12176,,,,,,12 176,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Female,FMLE,Age Group,75-79 years,AGE75-79,,,,,,,12330,,,,,,12 330,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,75-79 years,AGE75-79,,,,,,,12418,,,,,,12 418,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,70-74 years,AGE70-74,,,,,,,12545,,,,,,12 545,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,75-79 years,AGE75-79,,,,,,,12705,,,,,,12 705,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,75-79 years,AGE75-79,,,,,,,12773,,,,,,12 773,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,45-49 years,AGE45-49,,,,,,,1203,,,,,,1203,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,<1 year,AGELT1,,,,,,,1210,,,,,,1210,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,5-9 years,AGE5-9,,,,,,,122.2,,,,,,122.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Male,MLE,Age Group,25-29 years,AGE25-29,,,,,,,1236,,,,,,1236,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Female,FMLE,Age Group,40-44 years,AGE40-44,,,,,,,1247,,,,,,1247,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,1253,,,,,,1253,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,1256,,,,,,1256,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,1279,,,,,,1279,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,1289,,,,,,1289,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,80-84 years,AGE80-84,,,,,,,13127,,,,,,13 127,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,13462,,,,,,13 462,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,75-79 years,AGE75-79,,,,,,,13599,,,,,,13 599,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Male,MLE,Age Group,75-79 years,AGE75-79,,,,,,,13646,,,,,,13 646,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,75-79 years,AGE75-79,,,,,,,13700,,,,,,13 700,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Male,MLE,Age Group,75-79 years,AGE75-79,,,,,,,13933,,,,,,13 933,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,5-9 years,AGE5-9,,,,,,,130.2,,,,,,130.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,50-54 years,AGE50-54,,,,,,,1332,,,,,,1332,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,134.2,,,,,,134.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Female,FMLE,Age Group,45-49 years,AGE45-49,,,,,,,1359,,,,,,1359,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,1-4 years,AGE1-4,,,,,,,136.8,,,,,,136.8,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,40-44 years,AGE40-44,,,,,,,1383,,,,,,1383,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,<1 year,AGELT1,,,,,,,1392,,,,,,1392,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Female,FMLE,Age Group,75-79 years,AGE75-79,,,,,,,14201,,,,,,14 201,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,75-79 years,AGE75-79,,,,,,,14603,,,,,,14 603,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Male,MLE,Age Group,80-84 years,AGE80-84,,,,,,,14961,,,,,,14 961,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,1401,,,,,,1401,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,141.6,,,,,,141.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,1447,,,,,,1447,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,10-14 years,AGE10-14,,,,,,,149.4,,,,,,149.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Male,MLE,Age Group,80-84 years,AGE80-84,,,,,,,15096,,,,,,15 096,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,80-84 years,AGE80-84,,,,,,,15239,,,,,,15 239,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,80-84 years,AGE80-84,,,,,,,15318,,,,,,15 318,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,15429,,,,,,15 429,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,15447,,,,,,15 447,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,75-79 years,AGE75-79,,,,,,,15746,,,,,,15 746,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,50-54 years,AGE50-54,,,,,,,1560,,,,,,1560,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,10-14 years,AGE10-14,,,,,,,157.9,,,,,,157.9,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,30-34 years,AGE30-34,,,,,,,1598,,,,,,1598,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,1599,,,,,,1599,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,16196,,,,,,16 196,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,1666,,,,,,1666,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Male,MLE,Age Group,30-34 years,AGE30-34,,,,,,,1681,,,,,,1681,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Female,FMLE,Age Group,45-49 years,AGE45-49,,,,,,,1690,,,,,,1690,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,17168,,,,,,17 168,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,85+ years,AGE85PLUS,,,,,,,17232,,,,,,17 232,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,17372,,,,,,17 372,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,20-24 years,AGE20-24,,,,,,,170.4,,,,,,170.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,1735,,,,,,1735,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,1794,,,,,,1794,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,80-84 years,AGE80-84,,,,,,,18089,,,,,,18 089,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,80-84 years,AGE80-84,,,,,,,18172,,,,,,18 172,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Male,MLE,Age Group,85+ years,AGE85PLUS,,,,,,,18377,,,,,,18 377,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,18812,,,,,,18 812,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,50-54 years,AGE50-54,,,,,,,1828,,,,,,1828,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,20-24 years,AGE20-24,,,,,,,183.2,,,,,,183.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,1898,,,,,,1898,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,1946,,,,,,1946,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,196.2,,,,,,196.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,45-49 years,AGE45-49,,,,,,,1982,,,,,,1982,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,203.4,,,,,,203.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,35-39 years,AGE35-39,,,,,,,2059,,,,,,2059,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,2060,,,,,,2060,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,208.1,,,,,,208.1,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,211.4,,,,,,211.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Female,FMLE,Age Group,50-54 years,AGE50-54,,,,,,,2154,,,,,,2154,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,2167,,,,,,2167,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,22690,,,,,,22 690,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Male,MLE,Age Group,85+ years,AGE85PLUS,,,,,,,23387,,,,,,23 387,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2015,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,2310,,,,,,2310,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,2319,,,,,,2319,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,237.1,,,,,,237.1,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2015,false,Sex,Male,MLE,Age Group,1-4 years,AGE1-4,,,,,,,238.6,,,,,,238.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,2411,,,,,,2411,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,1-4 years,AGE1-4,,,,,,,244.9,,,,,,244.9,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,25116,,,,,,25 116,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,85+ years,AGE85PLUS,,,,,,,25556,,,,,,25 556,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2015,false,Sex,Female,FMLE,Age Group,40-44 years,AGE40-44,,,,,,,2504,,,,,,2504,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2015,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,2509,,,,,,2509,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2015,false,Sex,Female,FMLE,Age Group,10-14 years,AGE10-14,,,,,,,263,,,,,,263,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2015,false,Sex,Male,MLE,Age Group,15-19  years,AGE15-19,,,,,,,265,,,,,,265,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2015,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,2655,,,,,,2655,,,EN,2020-12-05T23:00:00.000Z
